PID,trial_no,choiceOld,delay,age,gender,outcome,choice
2247,31,1,2,18,female,0,0
2247,32,1,20,18,female,1,0
2247,33,1,5,18,female,1,0
2247,34,1,2,18,female,1,0
2247,35,1,10,18,female,1,0
2247,36,2,10,18,female,0,1
2247,37,1,40,18,female,0,0
2247,38,1,80,18,female,0,0
2247,39,1,2,18,female,1,0
2247,40,2,80,18,female,0,1
2247,41,1,40,18,female,0,0
2247,42,2,2,18,female,1,1
2247,43,1,5,18,female,1,0
2247,44,1,10,18,female,0,0
2247,45,1,20,18,female,0,0
2247,46,1,20,18,female,0,0
2247,47,2,2,18,female,1,1
2247,48,1,40,18,female,1,0
2247,49,1,10,18,female,1,0
2247,50,1,80,18,female,0,0
2247,51,1,5,18,female,1,0
2247,52,2,1,18,female,0,1
2247,53,2,80,18,female,1,1
2247,54,1,5,18,female,0,0
2247,55,2,80,18,female,0,1
2247,56,1,20,18,female,0,0
2247,57,2,5,18,female,1,1
2247,58,2,40,18,female,0,1
2247,59,2,40,18,female,0,1
2247,60,2,20,18,female,0,1
2247,61,2,40,18,female,0,1
2247,62,1,1,18,female,1,0
2247,63,2,2,18,female,0,1
2247,64,2,80,18,female,0,1
2247,65,2,5,18,female,0,1
2247,66,2,2,18,female,1,1
2247,67,2,40,18,female,0,1
2247,68,2,80,18,female,0,1
2247,69,1,40,18,female,1,0
2247,70,1,1,18,female,0,0
2247,71,1,40,18,female,1,0
2247,72,1,20,18,female,0,0
2247,73,2,1,18,female,1,1
2247,74,2,1,18,female,1,1
2247,75,1,10,18,female,1,0
3295,6,2,80,19,female,1,1
3295,7,2,1,19,female,0,1
3295,8,1,1,19,female,1,0
3295,9,2,1,19,female,0,1
3295,10,1,10,19,female,1,0
3295,11,2,20,19,female,1,1
3295,12,1,5,19,female,0,0
3295,13,2,5,19,female,1,1
3295,14,2,80,19,female,1,1
3295,15,1,20,19,female,0,0
3295,16,2,40,19,female,1,1
3295,17,2,10,19,female,0,1
3295,18,2,5,19,female,1,1
3295,19,2,80,19,female,1,1
3295,20,2,40,19,female,0,1
3295,21,1,80,19,female,1,0
3295,22,2,2,19,female,0,1
3295,23,2,10,19,female,0,1
3295,24,1,5,19,female,1,0
3295,25,1,2,19,female,0,0
3295,26,2,5,19,female,0,1
3295,27,2,20,19,female,0,1
3295,28,2,2,19,female,0,1
3295,29,2,2,19,female,0,1
3295,30,2,10,19,female,1,1
3295,31,2,20,19,female,1,1
3295,32,2,40,19,female,0,1
3295,33,2,20,19,female,0,1
3295,34,2,2,19,female,0,1
3295,35,1,1,19,female,0,0
3295,36,2,40,19,female,0,1
3295,37,2,10,19,female,1,1
3295,38,2,5,19,female,0,1
3295,39,2,2,19,female,0,1
3295,40,1,10,19,female,0,0
3295,41,2,1,19,female,1,1
3295,42,2,5,19,female,0,1
3295,43,2,1,19,female,0,1
3295,44,2,20,19,female,0,1
3295,45,2,5,19,female,1,1
3295,46,2,2,19,female,1,1
3295,47,2,20,19,female,1,1
3295,48,2,40,19,female,0,1
3295,49,2,5,19,female,0,1
3295,50,2,20,19,female,0,1
3295,51,2,80,19,female,0,1
3295,52,2,20,19,female,0,1
3295,53,2,2,19,female,1,1
3295,54,2,10,19,female,1,1
3295,55,2,40,19,female,0,1
3295,56,2,80,19,female,1,1
3295,57,2,40,19,female,1,1
3295,58,2,5,19,female,1,1
3295,59,2,80,19,female,1,1
3295,60,2,2,19,female,1,1
3295,61,2,10,19,female,0,1
3295,62,1,1,19,female,0,0
3295,63,2,10,19,female,1,1
3295,64,2,1,19,female,1,1
3295,65,2,40,19,female,0,1
3295,66,2,80,19,female,0,1
3295,67,2,1,19,female,0,1
3295,68,2,80,19,female,0,1
3295,69,2,1,19,female,0,1
3295,70,2,40,19,female,1,1
3295,71,2,20,19,female,0,1
3295,72,2,10,19,female,0,1
3295,73,2,40,19,female,0,1
3295,74,2,80,19,female,0,1
3295,75,2,2,19,female,1,1
3700,6,2,20,18,male,0,1
3700,7,2,5,18,male,1,1
3700,8,2,10,18,male,1,1
3700,9,1,1,18,male,0,0
3700,10,2,5,18,male,1,1
3700,11,2,40,18,male,1,1
3700,12,2,1,18,male,1,1
3700,13,2,2,18,male,1,1
3700,14,2,40,18,male,0,1
3700,15,2,10,18,male,1,1
3700,16,2,5,18,male,0,1
3700,17,2,40,18,male,1,1
3700,18,1,80,18,male,1,0
3700,19,1,2,18,male,0,0
3700,20,1,2,18,male,0,0
3700,21,2,5,18,male,1,1
3700,22,2,20,18,male,1,1
3700,23,2,40,18,male,0,1
3700,24,2,1,18,male,0,1
3700,25,2,20,18,male,0,1
3700,26,1,20,18,male,1,0
3700,27,2,2,18,male,0,1
3700,28,2,20,18,male,0,1
3700,29,2,5,18,male,1,1
3700,30,2,10,18,male,1,1
3700,31,1,10,18,male,1,0
3700,32,2,1,18,male,0,1
3700,33,2,2,18,male,1,1
3700,34,2,10,18,male,1,1
3700,35,2,10,18,male,0,1
3700,36,2,1,18,male,0,1
3700,37,2,10,18,male,1,1
3700,38,1,2,18,male,0,0
3700,39,1,80,18,male,0,0
3700,40,2,5,18,male,1,1
3700,41,2,80,18,male,1,1
3700,42,2,80,18,male,0,1
3700,43,2,2,18,male,0,1
3700,44,2,80,18,male,0,1
3700,45,2,80,18,male,0,1
3700,46,2,40,18,male,1,1
3700,47,2,2,18,male,0,1
3700,48,1,5,18,male,0,0
3700,49,1,40,18,male,0,0
3700,50,2,2,18,male,1,1
3700,51,2,20,18,male,1,1
3700,52,2,20,18,male,1,1
3700,53,2,80,18,male,1,1
3700,54,1,20,18,male,0,0
3700,55,1,2,18,male,0,0
3700,56,2,1,18,male,1,1
3700,57,2,1,18,male,0,1
3700,58,2,80,18,male,1,1
3700,59,2,20,18,male,1,1
3700,60,2,1,18,male,0,1
3700,61,2,10,18,male,0,1
3700,62,2,5,18,male,0,1
3700,63,1,1,18,male,0,0
3700,64,2,40,18,male,1,1
3700,65,2,20,18,male,0,1
3700,66,2,80,18,male,1,1
3700,67,2,40,18,male,1,1
3700,68,2,10,18,male,0,1
3700,69,2,40,18,male,1,1
3700,70,2,5,18,male,0,1
3700,71,2,40,18,male,1,1
3700,72,2,5,18,male,0,1
3700,73,1,1,18,male,0,0
3700,74,2,10,18,male,1,1
3700,75,2,80,18,male,0,1
4174,6,2,20,20,female,1,1
4174,7,1,5,20,female,1,0
4174,8,1,2,20,female,1,0
4174,9,2,2,20,female,1,1
4174,10,1,1,20,female,0,0
4174,11,2,1,20,female,0,1
4174,12,2,10,20,female,1,1
4174,13,1,40,20,female,0,0
4174,14,1,80,20,female,1,0
4174,15,2,40,20,female,0,1
4174,16,2,20,20,female,0,1
4174,17,1,10,20,female,0,0
4174,18,2,1,20,female,1,1
4174,19,2,40,20,female,1,1
4174,20,1,10,20,female,0,0
4174,21,2,80,20,female,1,1
4174,22,2,10,20,female,0,1
4174,23,2,10,20,female,0,1
4174,24,2,20,20,female,1,1
4174,25,2,20,20,female,1,1
4174,26,2,20,20,female,1,1
4174,27,2,80,20,female,0,1
4174,28,2,10,20,female,0,1
4174,29,2,40,20,female,1,1
4174,30,2,5,20,female,0,1
4174,31,2,5,20,female,1,1
4174,32,2,5,20,female,0,1
4174,33,2,5,20,female,1,1
4174,34,2,80,20,female,1,1
4174,35,2,5,20,female,1,1
4174,36,2,10,20,female,1,1
4174,37,2,40,20,female,0,1
4174,38,2,1,20,female,0,1
4174,39,2,20,20,female,1,1
4174,40,2,40,20,female,0,1
4174,41,2,2,20,female,1,1
4174,42,2,2,20,female,0,1
4174,43,2,2,20,female,1,1
4174,44,2,1,20,female,0,1
4174,45,2,1,20,female,1,1
4174,46,2,40,20,female,1,1
4174,47,2,5,20,female,0,1
4174,48,2,80,20,female,0,1
4174,49,2,5,20,female,0,1
4174,50,2,80,20,female,1,1
4174,51,2,2,20,female,1,1
4174,52,2,40,20,female,1,1
4174,53,2,20,20,female,0,1
4174,54,2,2,20,female,1,1
4174,55,2,80,20,female,1,1
4174,56,2,1,20,female,0,1
4174,57,2,5,20,female,1,1
4174,58,2,2,20,female,1,1
4174,59,2,10,20,female,1,1
4174,60,2,40,20,female,0,1
4174,61,2,10,20,female,1,1
4174,62,2,1,20,female,1,1
4174,63,2,1,20,female,1,1
4174,64,2,5,20,female,0,1
4174,65,2,2,20,female,1,1
4174,66,2,80,20,female,0,1
4174,67,2,80,20,female,1,1
4174,68,2,1,20,female,0,1
4174,69,2,2,20,female,1,1
4174,70,1,20,20,female,0,0
4174,71,2,20,20,female,0,1
4174,72,2,40,20,female,0,1
4174,73,2,20,20,female,1,1
4174,74,2,10,20,female,0,1
4174,75,2,80,20,female,1,1
4218,6,2,1,19,female,1,1
4218,7,2,5,19,female,1,1
4218,8,2,40,19,female,1,1
4218,9,2,20,19,female,1,1
4218,10,2,10,19,female,1,1
4218,11,2,10,19,female,1,1
4218,12,2,2,19,female,1,1
4218,13,2,1,19,female,1,1
4218,14,2,2,19,female,0,1
4218,15,2,80,19,female,1,1
4218,16,2,40,19,female,0,1
4218,17,2,80,19,female,1,1
4218,18,2,40,19,female,0,1
4218,19,1,5,19,female,0,0
4218,20,2,20,19,female,0,1
4218,21,2,40,19,female,1,1
4218,22,1,5,19,female,1,0
4218,23,2,5,19,female,1,1
4218,24,2,10,19,female,0,1
4218,25,2,20,19,female,0,1
4218,26,2,20,19,female,1,1
4218,27,2,40,19,female,0,1
4218,28,1,10,19,female,0,0
4218,29,1,2,19,female,1,0
4218,30,1,1,19,female,0,0
4218,31,1,1,19,female,0,0
4218,32,1,2,19,female,0,0
4218,33,2,5,19,female,0,1
4218,34,2,80,19,female,1,1
4218,35,2,20,19,female,0,1
4218,36,2,5,19,female,1,1
4218,37,2,10,19,female,1,1
4218,38,2,20,19,female,1,1
4218,39,2,40,19,female,0,1
4218,40,2,20,19,female,0,1
4218,41,1,1,19,female,1,0
4218,42,1,80,19,female,0,0
4218,43,1,2,19,female,0,0
4218,44,1,1,19,female,0,0
4218,45,2,40,19,female,1,1
4218,46,2,40,19,female,0,1
4218,47,1,2,19,female,1,0
4218,48,2,5,19,female,0,1
4218,49,2,20,19,female,1,1
4218,50,2,2,19,female,0,1
4218,51,2,1,19,female,1,1
4218,52,2,20,19,female,1,1
4218,53,2,40,19,female,0,1
4218,54,1,2,19,female,0,0
4218,55,2,20,19,female,1,1
4218,56,2,1,19,female,1,1
4218,57,2,80,19,female,0,1
4218,58,2,40,19,female,1,1
4218,59,1,1,19,female,1,0
4218,60,1,80,19,female,0,0
4218,61,2,10,19,female,0,1
4218,62,2,80,19,female,0,1
4218,63,1,2,19,female,0,0
4218,64,2,10,19,female,1,1
4218,65,2,10,19,female,0,1
4218,66,2,80,19,female,0,1
4218,67,2,80,19,female,0,1
4218,68,2,1,19,female,1,1
4218,69,2,5,19,female,0,1
4218,70,2,80,19,female,1,1
4218,71,2,5,19,female,0,1
4218,72,2,5,19,female,0,1
4218,73,2,10,19,female,0,1
4218,74,2,10,19,female,0,1
4218,75,1,2,19,female,1,0
4767,6,2,80,20,male,1,1
4767,7,1,20,20,male,1,0
4767,8,2,2,20,male,0,1
4767,9,1,20,20,male,0,0
4767,10,1,5,20,male,1,0
4767,11,1,40,20,male,0,0
4767,12,2,1,20,male,1,1
4767,13,2,5,20,male,0,1
4767,14,2,1,20,male,1,1
4767,15,1,40,20,male,1,0
4767,16,2,2,20,male,0,1
4767,17,2,1,20,male,0,1
4767,18,1,20,20,male,0,0
4767,19,2,2,20,male,0,1
4767,20,2,5,20,male,0,1
4767,21,1,10,20,male,0,0
4767,22,2,2,20,male,0,1
4767,23,1,20,20,male,1,0
4767,24,1,10,20,male,0,0
4767,25,1,40,20,male,0,0
4767,26,2,1,20,male,0,1
4767,27,1,40,20,male,1,0
4767,28,1,10,20,male,1,0
4767,29,1,80,20,male,0,0
4767,30,1,80,20,male,1,0
4767,31,1,20,20,male,1,0
4767,32,1,10,20,male,1,0
4767,33,2,5,20,male,0,1
4767,34,1,80,20,male,1,0
4767,35,1,10,20,male,0,0
4767,36,1,20,20,male,0,0
4767,37,2,2,20,male,1,1
4767,38,2,5,20,male,0,1
4767,39,1,40,20,male,0,0
4767,40,1,40,20,male,0,0
4767,41,1,40,20,male,1,0
4767,42,2,10,20,male,1,1
4767,43,2,1,20,male,1,1
4767,44,2,5,20,male,1,1
4767,45,1,80,20,male,1,0
4767,46,1,10,20,male,1,0
4767,47,2,1,20,male,0,1
4767,48,1,80,20,male,1,0
4767,49,2,2,20,male,0,1
4767,50,2,2,20,male,1,1
4767,51,1,20,20,male,1,0
4767,52,1,10,20,male,1,0
4767,53,1,20,20,male,0,0
4767,54,1,40,20,male,1,0
4767,55,1,40,20,male,0,0
4767,56,1,80,20,male,1,0
4767,57,2,2,20,male,0,1
4767,58,2,1,20,male,0,1
4767,59,2,5,20,male,0,1
4767,60,2,2,20,male,0,1
4767,61,2,1,20,male,1,1
4767,62,1,10,20,male,0,0
4767,63,1,80,20,male,0,0
4767,64,2,2,20,male,1,1
4767,65,2,5,20,male,0,1
4767,66,2,10,20,male,0,1
4767,67,2,1,20,male,1,1
4767,68,2,5,20,male,1,1
4767,69,1,20,20,male,0,0
4767,70,1,80,20,male,0,0
4767,71,1,80,20,male,1,0
4767,72,1,40,20,male,1,0
4767,73,2,1,20,male,1,1
4767,74,1,5,20,male,0,0
4767,75,1,20,20,male,0,0
5167,6,2,5,19,male,0,1
5167,7,1,2,19,male,1,0
5167,8,1,2,19,male,0,0
5167,9,2,1,19,male,0,1
5167,10,2,10,19,male,0,1
5167,11,1,1,19,male,0,0
5167,12,2,20,19,male,1,1
5167,13,2,20,19,male,1,1
5167,14,1,1,19,male,1,0
5167,15,2,80,19,male,0,1
5167,16,2,40,19,male,1,1
5167,17,1,80,19,male,1,0
5167,18,2,20,19,male,1,1
5167,19,1,2,19,male,1,0
5167,20,1,10,19,male,1,0
5167,21,2,20,19,male,1,1
5167,22,1,10,19,male,1,0
5167,23,2,20,19,male,0,1
5167,24,1,5,19,male,1,0
5167,25,2,40,19,male,0,1
5167,26,2,20,19,male,1,1
5167,27,2,40,19,male,1,1
5167,28,2,40,19,male,1,1
5167,29,1,2,19,male,0,0
5167,30,1,2,19,male,0,0
5167,31,2,2,19,male,1,1
5167,32,2,2,19,male,0,1
5167,33,1,5,19,male,0,0
5167,34,2,80,19,male,1,1
5167,35,1,1,19,male,0,0
5167,36,1,5,19,male,1,0
5167,37,2,20,19,male,1,1
5167,38,2,20,19,male,0,1
5167,39,1,1,19,male,1,0
5167,40,2,5,19,male,0,1
5167,41,2,10,19,male,1,1
5167,42,2,1,19,male,1,1
5167,43,1,2,19,male,0,0
5167,44,1,5,19,male,1,0
5167,45,2,10,19,male,0,1
5167,46,1,2,19,male,1,0
5167,47,2,80,19,male,1,1
5167,48,1,5,19,male,1,0
5167,49,2,10,19,male,1,1
5167,50,1,1,19,male,1,0
5167,51,2,20,19,male,0,1
5167,52,2,80,19,male,0,1
5167,53,1,1,19,male,1,0
5167,54,2,40,19,male,1,1
5167,55,2,40,19,male,0,1
5167,56,1,2,19,male,1,0
5167,57,1,1,19,male,1,0
5167,58,2,40,19,male,1,1
5167,59,2,40,19,male,1,1
5167,60,1,10,19,male,0,0
5167,61,2,10,19,male,0,1
5167,62,1,10,19,male,1,0
5167,63,2,40,19,male,1,1
5167,64,2,80,19,male,1,1
5167,65,2,80,19,male,1,1
5167,66,2,40,19,male,1,1
5167,67,1,80,19,male,1,0
5167,68,2,5,19,male,1,1
5167,69,1,5,19,male,1,0
5167,70,2,5,19,male,1,1
5167,71,2,80,19,male,1,1
5167,72,2,20,19,male,0,1
5167,73,1,80,19,male,0,0
5167,74,1,1,19,male,1,0
5167,75,2,10,19,male,0,1
5260,6,2,5,19,female,0,1
5260,7,1,40,19,female,1,0
5260,8,1,5,19,female,1,0
5260,9,2,20,19,female,0,1
5260,10,1,1,19,female,0,0
5260,11,2,40,19,female,1,1
5260,12,1,5,19,female,1,0
5260,13,2,10,19,female,1,1
5260,14,1,40,19,female,0,0
5260,15,1,2,19,female,1,0
5260,16,1,80,19,female,0,0
5260,17,1,10,19,female,1,0
5260,18,1,1,19,female,1,0
5260,19,2,20,19,female,0,1
5260,20,1,10,19,female,0,0
5260,21,1,1,19,female,1,0
5260,22,1,5,19,female,1,0
5260,23,1,40,19,female,0,0
5260,24,1,80,19,female,1,0
5260,25,1,80,19,female,1,0
5260,26,1,5,19,female,0,0
5260,27,1,40,19,female,0,0
5260,28,1,10,19,female,1,0
5260,29,1,80,19,female,0,0
5260,30,1,5,19,female,1,0
5260,31,1,20,19,female,1,0
5260,32,1,10,19,female,1,0
5260,33,2,80,19,female,0,1
5260,34,1,2,19,female,1,0
5260,35,1,10,19,female,0,0
5260,36,1,10,19,female,0,0
5260,37,1,1,19,female,0,0
5260,38,1,2,19,female,1,0
5260,39,1,1,19,female,0,0
5260,40,1,20,19,female,1,0
5260,41,1,5,19,female,1,0
5260,42,1,2,19,female,1,0
5260,43,2,40,19,female,0,1
5260,44,1,2,19,female,1,0
5260,45,1,2,19,female,1,0
5260,46,1,1,19,female,0,0
5260,47,1,10,19,female,1,0
5260,48,1,80,19,female,0,0
5260,49,1,1,19,female,1,0
5260,50,1,20,19,female,0,0
5260,51,1,40,19,female,0,0
5260,52,1,1,19,female,1,0
5260,53,2,80,19,female,1,1
5260,54,1,80,19,female,0,0
5260,55,1,20,19,female,0,0
5260,56,1,2,19,female,1,0
5260,57,1,1,19,female,0,0
5260,58,1,5,19,female,1,0
5260,59,1,5,19,female,1,0
5260,60,1,20,19,female,0,0
5260,61,1,40,19,female,0,0
5260,62,1,10,19,female,0,0
5260,63,1,5,19,female,1,0
5260,64,1,1,19,female,0,0
5260,65,1,10,19,female,1,0
5260,66,1,20,19,female,0,0
5260,67,1,2,19,female,0,0
5260,68,1,2,19,female,0,0
5260,69,1,40,19,female,1,0
5260,70,1,20,19,female,0,0
5260,71,2,80,19,female,0,1
5260,72,1,20,19,female,1,0
5260,73,1,40,19,female,0,0
5260,74,1,2,19,female,0,0
5260,75,1,80,19,female,0,0
5400,6,1,10,19,female,0,0
5400,7,2,80,19,female,1,1
5400,8,1,80,19,female,1,0
5400,9,1,40,19,female,0,0
5400,10,1,10,19,female,1,0
5400,11,1,5,19,female,1,0
5400,12,2,80,19,female,0,1
5400,13,1,20,19,female,1,0
5400,14,1,10,19,female,1,0
5400,15,1,40,19,female,1,0
5400,16,1,2,19,female,0,0
5400,17,1,1,19,female,1,0
5400,18,1,2,19,female,1,0
5400,19,1,1,19,female,0,0
5400,20,1,5,19,female,0,0
5400,21,1,80,19,female,1,0
5400,22,2,40,19,female,1,1
5400,23,1,10,19,female,1,0
5400,24,1,20,19,female,1,0
5400,25,1,5,19,female,0,0
5400,26,2,1,19,female,0,1
5400,27,1,40,19,female,1,0
5400,28,1,80,19,female,0,0
5400,29,1,2,19,female,0,0
5400,30,1,10,19,female,1,0
5400,31,2,5,19,female,1,1
5400,32,1,10,19,female,1,0
5400,33,1,80,19,female,0,0
5400,34,2,10,19,female,1,1
5400,35,1,20,19,female,0,0
5400,36,1,1,19,female,0,0
5400,37,1,2,19,female,1,0
5400,38,1,80,19,female,0,0
5400,39,2,80,19,female,1,1
5400,40,1,40,19,female,1,0
5400,41,1,40,19,female,1,0
5400,42,1,5,19,female,1,0
5400,43,1,40,19,female,0,0
5400,44,2,80,19,female,1,1
5400,45,1,2,19,female,1,0
5400,46,2,80,19,female,0,1
5400,47,1,5,19,female,0,0
5400,48,1,20,19,female,1,0
5400,49,2,5,19,female,0,1
5400,50,1,10,19,female,0,0
5400,51,2,40,19,female,0,1
5400,52,1,40,19,female,1,0
5400,53,2,1,19,female,1,1
5400,54,1,5,19,female,1,0
5400,55,1,20,19,female,1,0
5400,56,2,2,19,female,0,1
5400,57,1,1,19,female,1,0
5400,58,1,5,19,female,0,0
5400,59,1,20,19,female,0,0
5400,60,1,2,19,female,1,0
5400,61,1,1,19,female,1,0
5400,62,1,20,19,female,0,0
5400,63,1,20,19,female,1,0
5400,64,1,5,19,female,1,0
5400,65,1,10,19,female,1,0
5400,66,1,1,19,female,1,0
5400,67,1,40,19,female,0,0
5400,68,1,2,19,female,0,0
5400,69,1,10,19,female,1,0
5400,70,2,1,19,female,1,1
5400,71,1,2,19,female,1,0
5400,72,1,2,19,female,0,0
5400,73,1,20,19,female,0,0
5400,74,1,20,19,female,0,0
5400,75,1,1,19,female,0,0
5593,6,1,20,18,female,0,0
5593,7,2,10,18,female,0,1
5593,8,2,40,18,female,1,1
5593,9,2,5,18,female,1,1
5593,10,2,10,18,female,0,1
5593,11,2,5,18,female,1,1
5593,12,2,5,18,female,1,1
5593,13,2,10,18,female,0,1
5593,14,2,20,18,female,0,1
5593,15,2,80,18,female,0,1
5593,16,2,80,18,female,1,1
5593,17,2,20,18,female,0,1
5593,18,2,80,18,female,0,1
5593,19,2,40,18,female,1,1
5593,20,2,2,18,female,1,1
5593,21,1,10,18,female,0,0
5593,22,1,1,18,female,1,0
5593,23,2,20,18,female,0,1
5593,24,2,10,18,female,0,1
5593,25,2,20,18,female,0,1
5593,26,2,80,18,female,0,1
5593,27,2,80,18,female,0,1
5593,28,2,10,18,female,0,1
5593,29,2,2,18,female,1,1
5593,30,2,1,18,female,0,1
5593,31,2,2,18,female,1,1
5593,32,2,40,18,female,1,1
5593,33,2,5,18,female,1,1
5593,34,2,5,18,female,1,1
5593,35,2,40,18,female,1,1
5593,36,2,1,18,female,0,1
5593,37,2,1,18,female,1,1
5593,38,2,5,18,female,0,1
5593,39,2,1,18,female,0,1
5593,40,2,40,18,female,1,1
5593,41,2,5,18,female,1,1
5593,42,2,2,18,female,1,1
5593,43,2,20,18,female,0,1
5593,44,2,2,18,female,0,1
5593,45,2,1,18,female,1,1
5593,46,2,1,18,female,1,1
5593,47,2,1,18,female,1,1
5593,48,2,80,18,female,0,1
5593,49,2,80,18,female,1,1
5593,50,2,5,18,female,0,1
5593,51,2,10,18,female,0,1
5593,52,2,40,18,female,0,1
5593,53,2,5,18,female,1,1
5593,54,2,5,18,female,0,1
5593,55,2,40,18,female,0,1
5593,56,2,40,18,female,0,1
5593,57,2,80,18,female,1,1
5593,58,2,2,18,female,1,1
5593,59,2,20,18,female,0,1
5593,60,2,20,18,female,1,1
5593,61,2,10,18,female,1,1
5593,62,2,80,18,female,1,1
5593,63,2,2,18,female,0,1
5593,64,2,1,18,female,1,1
5593,65,2,80,18,female,1,1
5593,66,2,2,18,female,1,1
5593,67,2,10,18,female,0,1
5593,68,2,40,18,female,0,1
5593,69,1,1,18,female,0,0
5593,70,1,10,18,female,0,0
5593,71,1,2,18,female,1,0
5593,72,2,20,18,female,0,1
5593,73,2,20,18,female,1,1
5593,74,2,40,18,female,1,1
5593,75,2,2,18,female,0,1
5636,6,1,20,19,female,0,0
5636,7,2,80,19,female,0,1
5636,8,2,80,19,female,0,1
5636,9,2,10,19,female,1,1
5636,10,2,80,19,female,1,1
5636,11,1,40,19,female,0,0
5636,12,2,20,19,female,0,1
5636,13,2,40,19,female,0,1
5636,14,2,10,19,female,0,1
5636,15,1,2,19,female,1,0
5636,16,2,1,19,female,0,1
5636,17,2,80,19,female,1,1
5636,18,2,20,19,female,0,1
5636,19,2,40,19,female,1,1
5636,20,2,5,19,female,1,1
5636,21,2,80,19,female,1,1
5636,22,1,1,19,female,1,0
5636,23,2,40,19,female,1,1
5636,24,2,5,19,female,0,1
5636,25,2,1,19,female,1,1
5636,26,1,80,19,female,0,0
5636,27,2,2,19,female,0,1
5636,28,2,20,19,female,1,1
5636,29,2,10,19,female,1,1
5636,30,2,5,19,female,0,1
5636,31,2,10,19,female,1,1
5636,32,2,40,19,female,0,1
5636,33,2,1,19,female,1,1
5636,34,1,80,19,female,1,0
5636,35,2,10,19,female,0,1
5636,36,1,20,19,female,1,0
5636,37,2,2,19,female,1,1
5636,38,2,5,19,female,1,1
5636,39,1,5,19,female,1,0
5636,40,2,2,19,female,0,1
5636,41,2,2,19,female,1,1
5636,42,2,20,19,female,0,1
